,AC,label-val,cluster,max_ident_other,closest_other
0,Q9S9K4,0,0.0,0.248,P13819
1,Q5ACV9,0,1.0,0.25,A0A1D8PQ86
2,O60667,1,3.0,0.25,O02372
3,D3Z9M3,1,0.0,0.23399999999999999,P04280
4,D4AYT4,1,0.0,0.243,Q6P3Y9
5,D4AUH6,1,0.0,0.244,D4ARV2
6,Q9Y7Y7,0,1.0,0.266,Q59MD0
7,D4AQ54,1,3.0,0.243,O13368
8,O44249,1,1.0,0.41100000000000003,Q25519
9,Q9V521,1,1.0,0.39799999999999996,Q95P07
10,Q8I6K1,1,1.0,0.45299999999999996,Q25519
11,Q8I6K2,1,1.0,0.42100000000000004,Q25519
12,P86965,1,3.0,0.294,H2A0N7
13,H2A0N6,1,3.0,0.26899999999999996,P86968
14,P09382,1,0.0,0.278,Q801X7
15,P48538,1,0.0,0.259,Q801X7
16,O18330,1,4.0,0.205,P04114
17,Q5A2Z7,0,0.0,0.314,P0CU38
18,O13368,0,0.0,0.321,Q59L12
19,Q5A8T7,0,0.0,0.282,P0CU38
20,P09031,1,0.0,0.408,B1P0S1
21,Q06561,1,1.0,0.235,H2A0K9
22,O13692,0,4.0,0.396,Q9P378
23,B3H5A9,1,2.0,0.36200000000000004,A0A1I9LMX5
24,Q9Y6N3,1,1.0,0.252,P0CH47
25,P36110,1,1.0,0.462,Q59PV6
26,P47032,1,1.0,0.491,Q59PV6
27,P91889,1,2.0,0.294,B5LUR0
28,Q8BV57,1,3.0,0.24600000000000002,B5LUQ8
29,Q54GU3,0,4.0,0.33899999999999997,Q1ZXQ9
30,D4AMT2,1,3.0,0.223,P86984
31,Q20222,1,0.0,0.244,Q5J6J3
32,Q20223,1,0.0,0.244,O74168
33,Q20224,1,0.0,0.228,P47867
34,Q9VEG6,1,0.0,0.27899999999999997,P80025
35,Q13261,1,1.0,0.23399999999999999,Q13790
36,Q09131,1,0.0,0.244,Q96W72
37,Q8ISL8,1,0.0,0.306,Q8LD43
38,Q5AD05,0,2.0,0.321,Q03655
39,Q5AD07,0,2.0,0.318,Q4WCX9
40,Q8VHI5,1,2.0,0.22699999999999998,Q54TR1
41,O43405,1,2.0,0.252,Q9SJ81
42,H3BJG9,0,1.0,0.305,Q9DD23
43,H3BQJ8,0,1.0,0.325,Q16553
44,Q9SV72,1,2.0,0.252,Q84J95
45,P38832,0,2.0,0.276,P10863
46,Q8WRC7,1,2.0,0.24100000000000002,Q59XX2
47,O01530,1,1.0,0.315,O76856
48,Q9N9H4,1,1.0,0.299,Q9XFX3
49,O60020,1,1.0,0.299,A8PZM4
50,P0CU33,1,1.0,0.282,O76856
51,Q06902,1,1.0,0.27699999999999997,Q9XFX3
52,Q01972,1,1.0,0.268,A8PZM4
53,Q12567,1,1.0,0.299,Q9XFX3
54,P41748,1,1.0,0.327,O76856
55,P83495,1,1.0,0.301,Q9XFX3
